name,location,trade,grade_type,attribution,url
北京中医药大学东直门医院东区,北京市,公立医院,三甲,综合医院,https://www.dzmyy.com.cn
解放军总医院第八医学中心,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
解放军总医院第六医学中心,北京市,公立医院,三甲,综合医院,http://www.hjzyy.mil.cn
解放军总医院第七医学中心东区,北京市,公立医院,三甲,综合医院,
解放军总医院第三医学中心,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
解放军总医院第四医学中心,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
首都医科大学附属北京同仁医院南区,北京市,公立医院,三甲,综合医院,http://www.trhos.com
武警北京市总队第二医院,北京市,公立医院,三甲,综合医院,http://www.e-medicine.cn
武警北京市总队医院,北京市,公立医院,三甲,综合医院,http://www.chealth.org.cn
战略支援部队特色医学中心,北京市,公立医院,三甲,综合医院,https://www.455hospital.cn
中国人民解放军第三0六医院,北京市,公立医院,三甲,综合医院,https://www.81.cn
中国人民解放军第三〇七医院,北京市,公立医院,三甲,综合医院,
中国人民解放军火箭军总医院,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
中国人民解放军空军航空医学研究所附属医院,北京市,公立医院,三甲,综合医院,https://www.kjtsyxzx.mil.cn
中国人民解放军空军总医院,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
中国人民解放军总医院,北京市,公立医院,三甲,综合医院,https://www.301hospital.com.cn
中国中医科学院广安门医院,北京市,公立医院,三甲,综合医院,https://gamhospital.ac.cn
中国中医科学院西苑医院,北京市,公立医院,三甲,综合医院,https://www.xyhospital.com
北京市平谷区中医医院,北京市,公立医院,三甲,专科医院,http://www.pgzyy.cn
首都儿科研究所附属儿童医院,北京市,公立医院,三甲,专科医院,https://www.shouer.com.cn
首都医科大学附属北京地坛医院,北京市,公立医院,三甲,专科医院,https://www.bjdth.com
首都医科大学附属北京儿童医院,北京市,公立医院,三甲,专科医院,https://www.bch.com.cn
首都医科大学附属北京胸科医院,北京市,公立医院,三甲,专科医院,https://www.bjxkyy.cn
中国医学科学院阜外医院,北京市,公立医院,三甲,专科医院,https://www.fuwaihospital.org
中国医学科学院整形外科医院,北京市,公立医院,三甲,专科医院,http://www.zhengxing.com.cn
北京大学第六医院,北京市,公立医院,三甲,专科医院,http://pkuh6.cn
北京大学肿瘤医院,北京市,公立医院,三甲,专科医院,https://www.bjcancer.org
北京回龙观医院,北京市,公立医院,三甲,专科医院,https://www.bhlgh.com
北京结核病控制研究所,北京市,公立医院,三甲,专科医院,https://www.bjcdc.org
北京军区总医院附属八一儿童医院,北京市,公立医院,三甲,专科医院,https://www.myzx.cn
北京市昌平区中西医结合医院,北京市,公立医院,三甲,专科医院,https://www.zxyjh.com.cn
北京市昌平区中医医院,北京市,公立医院,三甲,专科医院,https://bjcpqyywx.com.cn
北京市第一中西医结合医院东坝院区,北京市,公立医院,三甲,专科医院,
北京市房山区中医医院,北京市,公立医院,三甲,专科医院,https://www.fszyy.com
北京市丰台中西医结合医院,北京市,公立医院,三甲,专科医院,https://www.bjsftzxyjhyy.com
北京市和平里医院,北京市,公立医院,三甲,专科医院,https://www.bjhplyy.com
北京市护国寺中医院,北京市,公立医院,三甲,专科医院,http://www.hgsyiyuan.com
北京市急救中心,北京市,公立医院,三甲,专科医院,https://www.beijing120.com
北京中医医院,北京市,公立医院,三甲,专科医院,https://www.bjzhongyi.com
解放军总医院第五医学中心,北京市,公立医院,三甲,专科医院,http://www.301hospital-5.mil.cn
首都儿科研究所廊坊儿童医院,北京市,公立医院,三甲,专科医院,https://www.163.com
首都医科大学附属北京安定医院,北京市,公立医院,三甲,专科医院,https://www.bjad.com.cn
首都医科大学附属北京妇产医院,北京市,公立医院,三甲,专科医院,https://www.bjogh.com.cn
首都医科大学附属北京口腔医院,北京市,公立医院,三甲,专科医院,https://www.dentist.org.cn
首都医科大学附属北京佑安医院,北京市,公立医院,三甲,专科医院,http://www.bjyah.com
中国康复研究中心,北京市,公立医院,三甲,专科医院,https://www.crrc.com.cn
中国人民解放军第三〇五医院,北京市,公立医院,三甲,专科医院,
中国医学科学院肿瘤医院,北京市,公立医院,三甲,专科医院,https://www.cicams.ac.cn
中国中医科学院望京医院,北京市,公立医院,三甲,专科医院,https://www.wjhospital.com.cn
中国中医科学院眼科医院,北京市,公立医院,三甲,专科医院,https://www.ykhospital.com.cn
武警北京总队第三医院,北京市,公立医院,三乙,综合医院,http://www.e-medicine.cn
中国人民解放军联勤保障部队第九八四医院,北京市,公立医院,三乙,综合医院,http://904yy.mil.cn
北京市安康医院,北京市,公立医院,三乙,专科医院,https://news.sina.com.cn
北京市宣武中医医院,北京市,公立医院,三乙,专科医院,http://www.xwzy.com.cn
北京市门头沟区中医院,北京市,公立医院,二甲,综合医院,http://www.mtgzyy.com
北京市延庆区医院,北京市,公立医院,二甲,综合医院,http://www.bjyqyy.cn
北京市中关村医院,北京市,公立医院,二甲,综合医院,https://www.zgchospital.com
北京大学第一医院丰台医院,北京市,公立医院,二甲,综合医院,https://www.pkufh.com
北京市第二医院,北京市,公立医院,二甲,综合医院,https://www.bjsdeyy.com
北京市第四社会福利医院,北京市,公立医院,二甲,综合医院,http://www.bjhmoh.cn
北京市房山区第一医院,北京市,公立医院,二甲,综合医院,https://www.bjfsyy.com
北京市回民医院,北京市,公立医院,二甲,综合医院,
北京市惠新医院,北京市,公立医院,二甲,综合医院,
北京市健宫医院,北京市,公立医院,二甲,综合医院,https://www.bjsjgyy.com
北京市门头沟区医院,北京市,公立医院,二甲,综合医院,https://www.mtgqyy.cn
北京市普仁医院,北京市,公立医院,二甲,综合医院,
北京市仁和医院,北京市,公立医院,二甲,综合医院,http://www.bjrhyy.cn
北京市石景山医院,北京市,公立医院,二甲,综合医院,https://www.bjsjsyy.com.cn
北京市西城区平安医院,北京市,公立医院,二甲,综合医院,http://www.xcqpayy.com
北京水利医院,北京市,公立医院,二甲,综合医院,
北京藏医院,北京市,公立医院,二甲,综合医院,https://www.bjzangyiyuan.cn
东城区第一人民医院,北京市,公立医院,二甲,综合医院,
航天七三一医院,北京市,公立医院,二甲,综合医院,https://www.gtbjah.cn
清华大学玉泉医院,北京市,公立医院,二甲,综合医院,http://www.yuquanhosp.com
中国科学院大学附属北京怀柔医院,北京市,公立医院,二甲,综合医院,https://www.bjhrh.cn
中国人民解放军第二六三医院,北京市,公立医院,二甲,综合医院,https://www.miaoshou.net
中国人民解放军六六0五五医院,北京市,公立医院,二甲,综合医院,
中国人民解放军三一六医院,北京市,公立医院,二甲,综合医院,https://www.myzx.cn
中国人民解放军五一一一二医院,北京市,公立医院,二甲,综合医院,http://www.302hospital.com
中国人民解放军五一一一六医院,北京市,公立医院,二甲,综合医院,https://yyk.familydoctor.com.cn
北京市海淀区妇幼保健院,北京市,公立医院,二甲,专科医院,http://www.hdfybjy.com
北京市顺义区妇幼保健院,北京市,公立医院,二甲,专科医院,https://www.bch-syfy.cn
北京儿童医院顺义妇儿医院,北京市,公立医院,二甲,专科医院,https://www.bch-syfy.cn
北京侯丽萍风湿病中医医院,北京市,公立医院,二甲,专科医院,
北京民康医院,北京市,公立医院,二甲,专科医院,
北京市昌平区妇幼保健院,北京市,公立医院,二甲,专科医院,
北京市大兴区妇幼保健院,北京市,公立医院,二甲,专科医院,
北京市大兴区精神病医院,北京市,公立医院,二甲,专科医院,http://www.dxbughouse.com
北京市东城区第二妇幼保健院,北京市,公立医院,二甲,专科医院,
北京市东城区第一妇幼保健院,北京市,公立医院,二甲,专科医院,https://www.51mch.com
北京市房山区妇幼保健院,北京市,公立医院,二甲,专科医院,https://www.chunyuyisheng.com
北京市海淀区青龙桥医院,北京市,公立医院,二甲,专科医院,https://www.hdhospital.com
北京市化工职业病防治院,北京市,公立医院,二甲,专科医院,https://www.bjhgzfy.cn
北京市怀柔区妇幼保健院,北京市,公立医院,二甲,专科医院,
北京市密云区中医医院,北京市,公立医院,二甲,专科医院,https://zyj.beijing.gov.cn
北京市通州区妇幼保健院,北京市,公立医院,二甲,专科医院,https://www.bjtzfy.com
北京市通州区中西医结合医院,北京市,公立医院,二甲,专科医院,
北京市延庆区妇幼保健院,北京市,公立医院,二甲,专科医院,http://zhengxie.bjyq.gov.cn
北京市朝阳区妇儿医院,北京市,公立医院,二甲,专科医院,
北京市朝阳区中医院,北京市,公立医院,二甲,专科医院,https://www.cyszxyy.com
北京同济东方中西医结合医院,北京市,公立医院,二甲,专科医院,
北京中医医院延庆医院,北京市,公立医院,二甲,专科医院,https://www.bjzyyyyqyy.com
昌平区天通苑中医医院,北京市,公立医院,二甲,专科医院,https://bjscpqttyzyyy.com
中国残疾人联合会北京按摩医院,北京市,公立医院,二甲,专科医院,https://www.cdpf.org.cn
中国人民解放军六六四00部队医院,北京市,公立医院,二甲,专科医院,https://news.qq.com
中国中医科学院广安门医院南区,北京市,公立医院,二甲,专科医院,http://www.gamhnq.cn
北京南口铁路医院,北京市,公立医院,二乙,综合医院,
北京市昌平区南口医院,北京市,公立医院,二乙,综合医院,https://bjcpqyywx.com.cn
北京市昌平区沙河医院,北京市,公立医院,二乙,综合医院,https://bjcpqyywx.com.cn
北京市崇文区体育馆路医院,北京市,公立医院,二乙,综合医院,http://cwmzyyy.com
北京市丰台区南苑医院,北京市,公立医院,二乙,综合医院,https://www.nyyy.cn
北京市丰台区铁营医院,北京市,公立医院,二乙,综合医院,http://www.tyyy.com.cn
北京市平谷区第二医院,北京市,公立医院,二乙,综合医院,http://www.pgyy.com
北京市顺义区空港医院,北京市,公立医院,二乙,综合医院,
北京市西城区广外医院,北京市,公立医院,二乙,综合医院,
北京市羊坊店医院,北京市,公立医院,二乙,综合医院,https://www.miaoshou.net
北京市展览路医院,北京市,公立医院,二乙,综合医院,
清华大学校医院,北京市,公立医院,二乙,综合医院,https://xyy.tsinghua.edu.cn
通州区第三医院,北京市,公立医院,二乙,综合医院,https://www.ntdsyy.com
北京市昌平区精神卫生保健院,北京市,公立医院,二乙,专科医院,https://www.bjchp.gov.cn
北京市丰台区妇幼保健院,北京市,公立医院,二乙,专科医院,http://www.bjftfy.com
北京市平谷区精神病医院,北京市,公立医院,二乙,专科医院,http://www.pgyy.com
北京市石景山区中医院,北京市,公立医院,二乙,专科医院,https://www.bjsjsyy.com.cn
北京市朝阳区第三医院,北京市,公立医院,二乙,专科医院,https://www.puh3.net.cn
北京大学第一医院肿瘤诊所中心,北京市,公立医院,二丙,综合医院,https://www.pkufh.com
北京怡德医院,北京市,私立医院,二甲,综合医院,https://www.edencare.com.cn
北京宜和医院,北京市,私立医院,二甲,综合医院,https://lidu.amcare.com.cn
北京万杰医院,北京市,私立医院,二甲,综合医院,https://zyy.yilianmeiti.com
北京德尔康尼骨科医院,北京市,私立医院,二甲,专科医院,https://www.dcn.org.cn
北京美中宜和北三环妇儿医院,北京市,私立医院,二甲,专科医院,https://www.baodaohealth.com
北京东苑中医医院,北京市,私立医院,二甲,专科医院,https://www.bucm.edu.cn
铁道部南口机车车辆厂医院,北京市,私立医院,二乙,综合医院,https://www.zgylbx.com
北京同仁堂中医医院,北京市,私立医院,二乙,专科医院,https://zyyy.tongrentang.com
北京朝阳三环肿瘤医院,北京市,私立医院,二乙,专科医院,https://www.shhospital.com.cn
北京家恩德运医院,北京市,私立医院,一甲,综合医院,https://www.jiaenhospital.com
保定市脑血管病医院,北京市,私立医院,一丙,专科医院,http://bjnxgbyy.com
北京昌平北城中医医院,北京市,私立医院,一级,综合医院,http://www.bczyyy.com
北京霍普医院,北京市,私立医院,一级,综合医院,
北京善方医院,北京市,私立医院,一级,综合医院,https://www.prnasia.com
北京熙仁医院,北京市,私立医院,一级,综合医院,https://m.jianke.com
北京优联医院,北京市,私立医院,一级,综合医院,http://www.hnaunicare.com
北京昭德医院,北京市,私立医院,一级,综合医院,
北京爱尔眼科医院有限公司,北京市,私立医院,一级,专科医院,http://www.intecheye.com
北京爱尔英智眼科医院,北京市,私立医院,一级,专科医院,http://www.intecheye.com
北京东区儿童医院,北京市,私立医院,一级,专科医院,http://www.bche.cn
北京华厦民众眼科医院,北京市,私立医院,一级,专科医院,https://www.mzeyes.com
北京劲松中西医结合医院,北京市,私立医院,一级,专科医院,http://www.bjjszyyy.com
北京和睦家医院,北京市,私立医院,未定级,综合医院,https://beijing.ufh.com.cn
北京莱佛士医院,北京市,私立医院,未定级,综合医院,https://www.rafflesmedicalchina.com
北京南加门诊部,北京市,私立医院,未定级,综合医院,https://www.nyyy.cn
北京天坛普华医院,北京市,私立医院,未定级,综合医院,https://www.puhuachina.cn
北京铂林眼科诊所,北京市,私立医院,未定级,专科医院,https://www.bolineyecare.com
北京昌平华佑医院,北京市,私立医院,未定级,专科医院,http://www.ihuayou.com
北京慈禄儿科门诊部,北京市,私立医院,未定级,专科医院,https://zyj.beijing.gov.cn
北京丰联嘉悦丽格眼科诊所有限公司,北京市,私立医院,未定级,专科医院,https://www.meipian.cn
北京青苗口腔门诊部,北京市,私立医院,未定级,专科医院,https://www.ikidsmile.com
首都医科大学三博脑科医院,北京市,私立医院,未定级,专科医院,https://m.sbnk.cn
复旦大学附属华山医院,上海市,公立医院,三甲,综合医院,https://www.huashan.org.cn
复旦大学附属中山医院,上海市,公立医院,三甲,综合医院,http://www.zs-hospital.sh.cn
上海长征医院,上海市,公立医院,三甲,综合医院,http://www.shczyy.com
上海第二军医大学附属东方肝胆外科医院,上海市,公立医院,三甲,综合医院,https://www.mfk.com
上海交通大学医学院附属仁济医院,上海市,公立医院,三甲,综合医院,https://www.renji.com
上海交通大学医学院附属瑞金医院,上海市,公立医院,三甲,综合医院,https://www.rjh.com.cn
上海交通大学医学院附属新华医院,上海市,公立医院,三甲,综合医院,https://www.xinhuamed.com.cn
上海市宝山区中西医结合医院,上海市,公立医院,三甲,综合医院,
上海市第六人民医院,上海市,公立医院,三甲,综合医院,https://www.6thhosp.com
上海市第六人民医院东院,上海市,公立医院,三甲,综合医院,https://news.qq.com
上海市第十人民医院,上海市,公立医院,三甲,综合医院,https://www.shdsyy.com.cn
上海市第一人民医院,上海市,公立医院,三甲,综合医院,http://www.firsthospital.cn
上海市东方医院,上海市,公立医院,三甲,综合医院,https://www.easthospital.cn
上海市同济医院,上海市,公立医院,三甲,综合医院,https://www.tongjihospital.com.cn
上海市中西医结合医院,上海市,公立医院,三甲,综合医院,https://www.stcmih.com
上海市中医医院,上海市,公立医院,三甲,综合医院,https://www.szy.sh.cn
上海中医药大学附属龙华医院,上海市,公立医院,三甲,综合医院,https://www.longhua.net
第二军医大学第三附属医院安亭新院,上海市,公立医院,三甲,综合医院,http://www.e-medicine.cn
复旦大学附属华山医院北院,上海市,公立医院,三甲,综合医院,https://www.huashan.org.cn
复旦大学附属华山医院东院,上海市,公立医院,三甲,综合医院,https://www.huashan.org.cn
上海长海医院,上海市,公立医院,三甲,综合医院,https://www.chhospital.com.cn
上海华东医院,上海市,公立医院,三甲,综合医院,https://www.huadonghospital.com
上海交通大学医学院附属第九人民医院,上海市,公立医院,三甲,综合医院,https://www.9hospital.com.cn
上海交通大学医学院附属第九人民医院北院,上海市,公立医院,三甲,综合医院,https://www.9hospital.com.cn
上海交通大学医学院附属仁济医院北院,上海市,公立医院,三甲,综合医院,https://www.renji.com
上海交通大学医学院附属仁济医院东院,上海市,公立医院,三甲,综合医院,https://www.renji.com
上海交通大学医学院附属仁济医院南院,上海市,公立医院,三甲,综合医院,https://www.renji.com
上海中医药大学附属曙光医院,上海市,公立医院,三甲,综合医院,https://www.sgyy.cn
上海中医药大学附属曙光医院东院,上海市,公立医院,三甲,综合医院,https://www.sgyy.cn
中国人民解放军第四五五医院,上海市,公立医院,三甲,综合医院,https://www.455hospital.cn
中国人民解放军第四一一医院,上海市,公立医院,三甲,综合医院,https://m.miaoshou.net
中国人民解放军海军第九Ｏ五医院,上海市,公立医院,三甲,综合医院,http://905yy.mil.cn
中国人民武装警察部队上海总队医院,上海市,公立医院,三甲,综合医院,http://www.e-medicine.cn
复旦大学附属儿科医院,上海市,公立医院,三甲,专科医院,https://ch.shmu.edu.cn
复旦大学附属妇产科医院,上海市,公立医院,三甲,专科医院,https://www.fckyy.org.cn
复旦大学附属肿瘤医院,上海市,公立医院,三甲,专科医院,https://www.shca.org.cn
上海市第一妇婴保健院,上海市,公立医院,三甲,专科医院,https://www.51mch.com
上海市肺科医院,上海市,公立医院,三甲,专科医院,https://www.shsfkyy.com
上海市公共卫生临床中心,上海市,公立医院,三甲,专科医院,https://www.shaphc.org
上海市精神卫生中心,上海市,公立医院,三甲,专科医院,https://www.smhc.org.cn
上海市口腔医院,上海市,公立医院,三甲,专科医院,https://www.shssdc.com
上海中医药大学附属岳阳中西医结合医院,上海市,公立医院,三甲,专科医院,https://www.shyueyanghospital.com
中国福利会国际和平妇幼保健院,上海市,公立医院,三甲,专科医院,https://www.ipmch.com.cn
复旦大学附属眼耳鼻喉科医院,上海市,公立医院,三甲,专科医院,https://www.fdeent.org
上海交通大学医学院附属上海儿童医学中心,上海市,公立医院,三甲,专科医院,http://www.scmc.com.cn
上海市儿童医院,上海市,公立医院,三甲,专科医院,https://www.shchildren.com.cn
上海市光华中西医结合医院,上海市,公立医院,三甲,专科医院,https://www.ghhospital.com.cn
上海市精神卫生中心闵行院区,上海市,公立医院,三甲,专科医院,https://www.smhc.org.cn
上海市浦东新区传染病医院,上海市,公立医院,三甲,专科医院,
上海市胸科医院,上海市,公立医院,三甲,专科医院,https://www.shxkyy.com
复旦大学附属金山医院,上海市,公立医院,三乙,综合医院,https://www.jinshanhos.org.cn
复旦大学附属上海市第五人民医院,上海市,公立医院,三乙,综合医院,https://www.5thhospital.com
复旦大学附属中山医院青浦分院,上海市,公立医院,三乙,综合医院,https://www.qphospital.com.cn
上海市奉贤区中心医院,上海市,公立医院,三乙,综合医院,https://www.myzx.cn
上海市闵行区中心医院,上海市,公立医院,三乙,综合医院,https://www.mh-hospital.sh.cn
上海市浦东新区公利医院,上海市,公立医院,三乙,综合医院,https://www.glhospital.com
上海市浦东新区人民医院,上海市,公立医院,三乙,综合医院,https://www.shpdph.cn
上海市浦东医院,上海市,公立医院,三乙,综合医院,https://www.shpdh.org
上海市普陀区中心医院,上海市,公立医院,三乙,综合医院,https://m.youlai.cn
上海市松江区中心医院,上海市,公立医院,三乙,综合医院,https://www.sjzxyy.com
上海市同仁医院,上海市,公立医院,三乙,综合医院,https://www.shtrhospital.com
上海市徐汇区中心医院,上海市,公立医院,三乙,综合医院,https://m.youlai.cn
上海市杨浦区中心医院,上海市,公立医院,三乙,综合医院,https://www.shypzx.com
上海交通大学医学院附属新华医院崇明分院,上海市,公立医院,三乙,综合医院,https://m.haodf.com
上海市青浦区中心医院,上海市,公立医院,三乙,综合医院,https://www.myzx.cn
同济大学附属杨浦医院,上海市,公立医院,三乙,综合医院,https://www.shypzx.com
上海市第一康复医院,上海市,公立医院,三乙,专科医院,
上海市眼科医院,上海市,公立医院,三乙,专科医院,https://www.shsyf.com
上海市宝山区大场医院,上海市,公立医院,二甲,综合医院,
上海市宝山区仁和医院,上海市,公立医院,二甲,综合医院,
上海市第八人民医院,上海市,公立医院,二甲,综合医院,https://hxhr.cd120.com
上海市嘉定区南翔医院,上海市,公立医院,二甲,综合医院,
上海市嘉定区中心医院,上海市,公立医院,二甲,综合医院,https://www.jdhospital.com
上海市浦东新区周浦医院,上海市,公立医院,二甲,综合医院,https://www.zphospital.com
上海中冶医院,上海市,公立医院,二甲,综合医院,http://www.mccshhospital.com
复旦大学附属中山医院分部,上海市,公立医院,二甲,综合医院,http://www.zs-hospital.sh.cn
上海海港医院,上海市,公立医院,二甲,综合医院,https://www.ythghospital.com
上海建工医院,上海市,公立医院,二甲,综合医院,https://shjgyy.scg.com.cn
上海交通大学医学院附属瑞金医院卢湾分院,上海市,公立医院,二甲,综合医院,https://www.rjlwh.com.cn
上海交通大学医学院附属同仁医院仙霞路院区,上海市,公立医院,二甲,综合医院,https://www.shtrhospital.com
上海浦东新区光明中医医院,上海市,公立医院,二甲,综合医院,
上海市第二人民医院,上海市,公立医院,二甲,综合医院,https://news.qq.com
上海市第六人民医院金山分院,上海市,公立医院,二甲,综合医院,https://www.jszxyy.net.cn
上海市第四人民医院,上海市,公立医院,二甲,综合医院,https://www.sh4th.com
上海市第一人民医院宝山分院,上海市,公立医院,二甲,综合医院,
上海市第一人民医院松江南院,上海市,公立医院,二甲,综合医院,http://www.firsthospital.cn
上海市奉贤区奉城人民医院,上海市,公立医院,二甲,综合医院,http://www.shfa120.com
上海市海员医院,上海市,公立医院,二甲,综合医院,
上海市黄浦区中心医院,上海市,公立医院,二甲,综合医院,
上海市黄浦区中心医院分部,上海市,公立医院,二甲,综合医院,https://www.fckyy.org.cn
上海市江湾医院,上海市,公立医院,二甲,综合医院,
上海市静安区市北医院,上海市,公立医院,二甲,综合医院,
上海市静安区闸北中心医院,上海市,公立医院,二甲,综合医院,
上海市静安区中心医院,上海市,公立医院,二甲,综合医院,http://www.chealth.org.cn
上海市浦东新区浦南医院,上海市,公立医院,二甲,综合医院,https://www.punanhospital.com
上海市普陀区利群医院,上海市,公立医院,二甲,综合医院,http://www.liqun.org
上海市杨浦区民星地段医院,上海市,公立医院,二甲,综合医院,
上海市杨浦区市东医院,上海市,公立医院,二甲,综合医院,https://www.shpdh.org
上海邮电医院,上海市,公立医院,二甲,综合医院,
中国人民解放军第108医院,上海市,公立医院,二甲,综合医院,
上海市长宁区妇幼保健院,上海市,公立医院,二甲,专科医院,http://www.shcnfb.cn
复旦大学附属肿瘤医院闵行分院,上海市,公立医院,二甲,专科医院,https://www.shca.org.cn
复旦大学医学院医疗保健中心,上海市,公立医院,二甲,专科医院,https://shmc.fudan.edu.cn
静安区中医医院,上海市,公立医院,二甲,专科医院,
上海衡山虹妇幼医院,上海市,公立医院,二甲,专科医院,
上海市宝山区妇幼保健所,上海市,公立医院,二甲,专科医院,
上海市宝山区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.shbsq.gov.cn
上海市宝山区中医院,上海市,公立医院,二甲,专科医院,https://www.shutcm.edu.cn
上海市长宁区天山中医医院,上海市,公立医院,二甲,专科医院,https://m.fh21.com.cn
上海市第二肺科医院,上海市,公立医院,二甲,专科医院,
上海市奉贤区海湾医院,上海市,公立医院,二甲,专科医院,https://xxgk.fengxian.gov.cn
上海市奉贤区中医医院,上海市,公立医院,二甲,专科医院,
上海市虹口区妇幼保健院,上海市,公立医院,二甲,专科医院,
上海市虹口区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.smhc.org.cn
上海市黄浦区妇幼保健院,上海市,公立医院,二甲,专科医院,https://new.qq.com
上海市黄浦区中西医结合医院,上海市,公立医院,二甲,专科医院,https://www.stcmih.com
上海市嘉定区妇幼保健院,上海市,公立医院,二甲,专科医院,
上海市嘉定区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.smhc.org.cn
上海市嘉定区中医院,上海市,公立医院,二甲,专科医院,https://www.jdhospital.com
上海市静安区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.smhc.org.cn
上海市金山区中西医结合医院,上海市,公立医院,二甲,专科医院,http://www.jszxy.cn
上海市卢湾区妇幼保健院,上海市,公立医院,二甲,专科医院,
上海市闵行区中医医院,上海市,公立医院,二甲,专科医院,http://www.tcmmh.com
上海市南市区精神病防治院,上海市,公立医院,二甲,专科医院,https://www.smhc.org.cn
上海市浦东新区妇幼保健院,上海市,公立医院,二甲,专科医院,https://www.51mch.com
上海市浦东新区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.shspdjw.com
上海市浦东新区中医医院,上海市,公立医院,二甲,专科医院,http://www.xupu120.com
上海市普陀区妇幼保健院,上海市,公立医院,二甲,专科医院,https://www.huikang120.com
上海市普陀区中医医院,上海市,公立医院,二甲,专科医院,https://www.shpt.gov.cn
上海市青浦区中医院,上海市,公立医院,二甲,专科医院,https://mip.mfk.com
上海市松江区方塔中医院,上海市,公立医院,二甲,专科医院,https://www.sgyy.cn
上海市松江区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.smhc.org.cn
上海市香山中医医院,上海市,公立医院,二甲,专科医院,
上海市杨浦区精神卫生中心,上海市,公立医院,二甲,专科医院,https://www.sumhs.edu.cn
上海市养志康复医院,上海市,公立医院,二甲,专科医院,https://www.shygkf.org.cn
民航上海医院,上海市,公立医院,二乙,综合医院,
上海市金山区亭林医院,上海市,公立医院,二乙,综合医院,
上海第一钢铁厂职工医院,上海市,公立医院,二乙,综合医院,
上海航道医院,上海市,公立医院,二乙,综合医院,
上海市宝山区罗店医院,上海市,公立医院,二乙,综合医院,https://www.myzx.cn
上海市北站医院,上海市,公立医院,二乙,综合医院,https://news.qq.com
上海市崇明区第三人民医院,上海市,公立医院,二乙,综合医院,
上海市第十人民医院崇明分院,上海市,公立医院,二乙,综合医院,https://www.shdsyy.com.cn
上海市公惠医院,上海市,公立医院,二乙,综合医院,
上海市监狱总医院,上海市,公立医院,二乙,综合医院,
上海市闵行区吴泾医院,上海市,公立医院,二乙,综合医院,
上海市普陀区中山北路街道医院,上海市,公立医院,二乙,综合医院,https://m.youlai.cn
上海市松江区九亭医院,上海市,公立医院,二乙,综合医院,https://m.youlai.cn
上海市松江区乐都医院,上海市,公立医院,二乙,综合医院,https://www.163.com
